Tokens,Label_Encoded
"['menteri', 'atrbpn', 'nusron', 'wahid', 'wamen', 'atrbpn', 'ossy', 'dermawan', 'ikut', 'raker', 'komisi', 'ii', 'dpr', 'kali', 'rapat', 'bahas', 'target', 'capai', 'anggar', 'program', 'kerja', 'kabinet', 'merah', 'putih', 'gelar', 'gedung', 'nusantara', 'dpr']",1
"['lapor', 'permasalahn', 'masyarakat', 'langsung', 'wapres', 'usul', 'gak', 'erti', 'nama', 'struktur', 'organisasi', 'minimal', 'gak', 'efektif', 'kabinet', 'gemuk', 'kayak', 'gitu', 'lapor', 'pucuk', 'guna']",0
"['rusak', 'kabinet', 'bangun', 'indonesia', 'emas']",0
['kabinet'],0
"['kacamata', 'sy', 'kabinet', 'gemuk', 'birokrasi', 'lbh', 'muter', 'urus', 'sm', 'instansi', 'non', 'kl', 'smg', 'bu', 'menkeu', 'tmbh', 'puyeng', 'mikir', 'negara', 'duit', 'seger', 'waras', 'njih', 'bu']",0
"['the', 'big', 'and', 'happy', 'family', 'departemen', 'hubung', 'masyarakat', 'bidang', 'komunikasi', 'informasi', 'kabinet', 'jiwa']",1
"['antony', 'el', 'goat', 'kabinet', 'merah', 'putih']",0
"['kabinet', 'miskin', 'kalo', 'nama', 'kerja', 'udah', 'tekor']",0
"['kabinet', 'erti', 'didik', 'karakter', 'generasi', 'muda']",2
"['tenang', 'mas', 'gibran', 'asuh', 'mulyono', 'presiden', 'ln', 'rezim', 'skr', 'pmnya', 'kabinet', 'sjahrir', 'tinggal', 'ubah', 'uud', 'nya', 'drpd', 'malu', 'amp', 'malu', 'in', 'maksa', 'incharge']",0
"['visi', 'misi', 'presiden', 'menteri', 'kabinet', 'merah', 'putih', 'kl', 'kepala', 'daerah', 'hrs', 'visi', 'misi', 'presiden', 'mk', 'uu', 'nomor', 'th', 'ttg', 'otonomi', 'daerahharus', 'cabut', 'dl']",0
"['the', 'real', 'presiden', 'tinggal', 'nyimak', 'bijak', 'kabinet', 'merah', 'putih']",2
"['ketua', 'hari', 'gerindra', 'sufmi', 'dasco', 'ahmad', 'menteri', 'kabinet', 'prabowo', 'subianto', 'lewat', 'uji', 'patut', 'layak', 'dasco', 'klaim', 'menteri', 'prabowo', 'masalah', 'fakta']",1
"['omon', 'omon', 'alias', 'lips', 'service', 'mulyono', 'awokwokwok', 'bukti', 'badan', 'terima', 'gagal', 'zaken', 'kabinet', 'gagal', 'naik', 'gaji', 'guru', 'laksana', 'oktober']",0
"['hah', 'emang', 'beneran', 'tri', 'asa', 'list', 'kabinet', 'merah', 'putih']",0
"['kabinet', 'benarbenar', 'paham', 'butuh', 'masyarakat', 'patut', 'contoh']",2
"['desentralisasi', 'mesti', 'kabinet', 'perangkat', 'pusat', 'daerah', 'otonomi']",1
"['jir', 'mending', 'kabinet', 'lius', 'bong', 'manamana']",0
"['salah', 'seskab', 'teddy', 'indra', 'wijaya', 'anggota', 'kabinet', 'jabat', 'sesuai', 'tentu']",2
"['prabowo', 'ingat', 'jajar', 'kabinet', 'merah', 'putih', 'dukung', 'penuh', 'program', 'makan', 'gizi']",1
"['actually', 'prabowo', 'ngaku', 'habis', 'duit', 'kalah', 'mulu', 'masuk', 'kabinet', 'mulyono', 'periode', 'yaaaahhhh']",0
"['menteri', 'lantik', 'koordinasi', 'jalan', 'kabinet', 'merah', 'putih', 'nonton', 'welcome', 'kabinet', 'merah', 'putih', 'lengkap']",1
"['tuju', 'apbn', 'jaga', 'sehat', 'evaluasi', 'apbn', 'minus', 'rakyat', 'kena', 'pungut', 'kaya', 'asuransi', 'motor', 'tapera', 'ngukur', 'pajak', 'palak', 'rangin', 'kabinet', 'gemoy']",0
"['kabinet', 'gemuk', 'boros', 'tambah', 'tenaga', 'ahli', 'profesional', 'bidang', 'komunikasil', 'istana', 'proses', 'ilmu', 'nepotisme', 'keluarga', 'teman', 'nya', 'nene', 'kakenya']",0
"['komisi', 'ii', 'dewan', 'wakil', 'rakyat', 'republik', 'indonesia', 'dpr', 'kali', 'rapat', 'bahas', 'target', 'capai', 'anggar', 'program', 'kerja', 'kabinet', 'merah', 'putih', 'gelar', 'gedung', 'nusantara', 'dpr', 'jakarta', 'rabu']",1
"['anggota', 'kabinet', 'merah', 'putih', 'pakai', 'maung', 'perintah', 'prabowo']",1
"['war', 'biassaahhh', 'menteri', 'prabowo', 'lucu', 'kalo', 'kabinet', 'kabinet', 'balas', 'hadeuhhh', 'menteri', 'buru', 'bilang', 'tragedi', 'langgar', 'ham', 'berat', 'jilat']",0
"['kabinet', 'kerja', 'merah', 'putih', 'nya', 'cs', 'gak', 'presiden', 'nya', 'gak', 'menteri', 'nya', 'pakai', 'jabat', 'ngebuzzer', 'remuukk', 'tenan']",0
"['sy', 'sblm', 'kabinet', 'evaluasi', 'bijak', 'hasan', 'haikal']",0
"['kabinet', 'merah', 'putih', 'paman', 'mk']",0
"['presiden', 'prabowo', 'subianto', 'rutin', 'evaluasi', 'kerja', 'menteri', 'kabinet', 'merah', 'putih']",1
"['anies', 'gak', 'kabinet', 'yowis', 'prabowo', 'udah', 'minggu', 'ngawur', 'sampe', 'bilang', 'aksi', 'langgar', 'ham', 'gimana', 'depan']",0
"['senin', 'sekretaris', 'lurah', 'lebakgede', 'hadir', 'desiminasi', 'ham', 'tingkat', 'kapasitas', 'implementasi', 'nilai', 'hak', 'asasi', 'manusia', 'lingkup', 'perintah', 'daerah', 'bentuk', 'menteri', 'hak', 'asasi', 'manusia', 'kabinet', 'merah', 'putih', 'tempat', 'hotel', 'sukajadi', 'bdg']",1
"['kubu', 'belah', 'ngajuin', 'pimpin', 'pinter', 'prestasi', 'tpi', 'nurut', 'ajak', 'kongkalikong', 'lihat', 'menteri', 'kabinet', 'gpp', 'bodoh', 'atur']",0
"['ok', 'bener', 'ide', 'sperti', 'laku', 'bidang', 'kabinet', 'super', 'gemuk', 'paro', 'isi', 'orang', 'gak', 'mutu']",0
"['kabinet', 'kompak', 'hasil', 'rakyat']",2
"['anggota', 'kabinet', 'pakai', 'mobil', 'maung', 'perintah', 'presiden']",1
"['kalo', 'cuman', 'ucap', 'tindak', 'nama', 'omonomon', 'wapres', 'rapat', 'kabinet', 'citra']",0
"['jokoei', 'suhu', 'prabowopernahkan', 'prabowo', 'bilang', 'moelyono', 'guru', 'nya', 'jokwi', 'pegang', 'kendali', 'prabowo', 'kabinet', 'timpang', 'jalan', 'kendali', 'moelyonoknp', 'prabowo', 'sowan', 'esbeyemantan', 'presiden', 'kharismatik']",0
"['maju', 'prabowo', 'kabinet', 'merah', 'putih', 'indonesia', 'maju', 'programprogram', 'hebat']",2
"['teguh', 'sang', 'jenderal', 'prabowo', 'basmi', 'korupsi', 'patut', 'apresiasi', 'awal', 'orang', 'kabinet', 'indikasi', 'korupsi', 'basmi', 'korupsi', 'omon']",0
"['prabowo', 'kabinet', 'merah', 'putih', 'seremonial', 'sarasehan', 'negeri', 'mohon', 'rang']",2
"['selagi', 'prabowo', 'tunduk', 'caracara', 'perintah', 'jokowi', 'kabinet', 'nya', 'jokowi', 'ngatur', 'perintah', 'prabowo', 'sy', 'gak', 'wujud', 'bela', 'rakyat', 'korban', 'psn', 'pik', 'harap', 'prabowo', 'penuh', 'janjijanji', 'kampanye']",0
"['hebat', 'angkat', 'koruptor', 'cuci', 'uang', 'anggota', 'kabinet', 'oalaaaah']",0
"['gelar', 'evaluasi', 'hasil', 'awas', 'kendali', 'hak', 'tanah', 'dirjen', 'pptr', 'tugas', 'kendali', 'tertib', 'era', 'kabinet', 'merah', 'putih', 'cek', 'berita', 'lengkap']",1
"['tong', 'kosong', 'nyaring', 'bunyi', 'circle', 'kabinet', 'ente', 'koruptor', 'emang', 'berani', 'nangkep', 'takut', 'orang', 'mulwkwkwk']",0
"['desak', 'gaji', 'orang', 'kabinet', 'obesitas', 'eh']",0
"['kumpul', 't', 'perinci', 'tempoh', 'bulan', 'bentang', 'kabinet']",1
"['grup', 'kemanamana']",0
"['indonesian', 'minor', 'celebrity', 'kalo', 'gak', 'blow', 'up', 'kemarin', 'masuk', 'jajar', 'kabinet', 'utama', 'presiden', 'masuk', 'utus', 'khusus']",0
"['tunggu', 'kerjakerja', 'nyata', 'kabinet', 'merah', 'putih']",1
"['prabowo', 'subianto', 'ungkap', 'komitmen', 'kabinet', 'merah', 'putih', 'susun', 'tim', 'ideal', 'wujud', 'pangan', 'gizi', 'gratis']",2
"['blakblakan', 'isi', 'kabinet', 'merah', 'putih', 'via']",0
"['nya', 'raguin', 'ngerti', 'engga', 'when', 'update', 'giat', 'akun', 'resmi', 'sekretariat', 'kabinet']",0
"['pesimis', 'kabinet', 'rakyat']",0
"['era', 'niku', 'tri', 'kabinet', 'bangun', 'v', 'apal']",0
"['mantri', 'ndeso', 'blunder', 'lantik', 'blunder', 'kabinet', 'obesitas', 'omonomon', 'ndasmu', 'etik']",0
"['acara', 'sifat', 'dukung', 'presiden', 'amp', 'kabinet', 'kerja', 'efektif', 'giat', 'apbn', 'dana', 'pribadi', 'beban', 'negara', 'kurang', 'cerita', 'hasil', 'g', 'udah', 'output', 'publik']",2
"['koordinasikoordinasi', 'kabinet', 'lanjut', 'policy', 'depan', 'citacitanya', 'indonesia', 'emas', 'menteri', 'dody']",2
"['ungkap', 'prabowo', 'biaya', 'retreat', 'kabinet', 'merah', 'putih', 'uang', 'pribadi']",2
"['menteri', 'kabinet', 'potong', 'gaji', 'elaun', 'pastu', 'agih', 'kkm', 'jelah']",1
"['mantap', 'kabinet', 'merah', 'putih', 'kayak', 'perintah', 'butuhin', 'kerja', 'nyata', 'drama']",2
"['anggota', 'kabinet', 'wajib', 'nunduk', 'wapres', 'memujimuji']",1
"['teriak', 'orang', 'kabinet', 'loh', 'kabinet', 'balas', 'campur', 'tangan', 'jokowi', 'manfaat', 'bijak', 'golong', 'penting', 'rakyat', 'bukti', 'depan']",0
"['mekanisme', 'nya', 'bahas', 'rapat', 'kabinet', 'kait', 'instansi', 'lamgkah', 'dik', 'bagus', 'gerak', 'cepat', 'tolong', 'guru', 'honorer', 'masalah']",2
"['kabinet', 'merah', 'putih', 'hasil', 'cipta', 'iklim', 'investasi', 'positif']",2
"['lanjut', 'menteri', 'jokowi', 'tarik', 'kabinet', 'merah', 'putih']",1
"['bangun', 'jam', 'gin', 'ngakak', 'gara', 'inget', 'barusan', 'mimpi', 'ngimpi', 'masuk', 'kabinet', 'merah', 'putih', 'tri', 'pargoi', 'indonesia', 'beneran', 'allah', 'ngasih', 'mimpi', 'kaya', 'umur', 'pargoi', 'lho', 'joget', 'tiktok', 'bisa', 'lantik', 'mimpi']",0
"['harga', 'mata', 'kabinet', 'nya']",0
"['setor', 'perintah', 'nya', 'ganti', 'kabinet', 'butuh', 'dana', 'segar']",0
"['keren', 'layan', 'publik', 'cepat', 'efisien', 'kabinet', 'benerbener', 'nyata']",2
"['kemenpanrb', 'cepat', 'langkah', 'transisi', 'menteri', 'negara', 'kabinet', 'merah', 'putih', 'jaga', 'langsung', 'laksana', 'tugas', 'fungsi', 'sumber', 'daya', 'manusia', 'aset', 'anggar', 'ten', 'hag', 'preman', 'nikmir', 'hybe', 'vini', 'mudryk', 'manchester', 'united']",1
"['yaiyalah', 'tum', 'anak', 'nongkrong', 'kabinet']",0
"['cermat', 'kabinet', 'bentuk', 'prabowo', 'soe', 'hik', 'gie', 'prabowo', 'naif', 'lugu', 'kekanak', 'xan', 'polos', 'orang', 'sifat', 'naif', 'kali', 'percaya', 'kpd', 'orang', 'jatuh', 'naif']",0
"['pres', 'kabinet', 'prabowogibran', 'tni', 'polri', 'dn', 'jagung', 'gunawan']",2
"['masuk', 'kabinet', 'yaa', 'oo', 'iyaa', 'kabinet', 'mah']",0
"['menteri', 'kabinet', 'prabowo', 'tambah', 'anggar', 'menteri', 'nilai', 'tambah', 'anggar', 'patut', 'menteri', 'lantik']",0
"['bentar', 'lg', 'masuk', 'kabinet']",0
"['wait', 'and', 'see', 'kabinet', 'gemuk', 'efisien', 'paradox']",0
"['kabinet', 'merah', 'putih']",1
"['jujur', 'busuk', 'jaman', 'sby', 'hambalang', 'sri', 'mulyani', 'buka', 'suaracari', 'amancari', 'hidup', 'kabinet', 'kabinet', 'momok', 'rakyat', 'susah']",0
"['prettt', 'ngaku', 'cinta', 'negara', 'korupsi', 'kabinet', 'obesitas', 'jabat', 'ajaujung', 'rakyat', 'derita']",0
"['selamat', 'tugas', 'letjen', 'tni', 'purn', 'am', 'putranto', 'ssos', 'kepala', 'staff', 'presiden', 'ksp', 'kabinet', 'merah', 'putih', 'moga', 'sehat', 'mudah', 'sukses', 'jalan', 'amanah', 'tugas', 'mulia']",2
"['menteri', 'kabinet', 'prabowo', 'kaya', 'versi', 'lhkpn', 'guys']",1
"['bijak', 'lindung', 'sosial', 'rata', 'bantu', 'terima', 'kasih', 'kabinet', 'merah', 'putih']",2
"['manusia', 'najis', 'mau', 'y', 'woi', 'kampret', 'prabowo', 'x', 'nyapres', 'gagal', 'kali', 'beliau', 'hasil', 'dukung', 'jokowi', 'kemarin', 'jokowi', 'dukung', 'ganjar', 'selesai', 'sdah', 'impi', 'prabowo', 'wajar', 'kabinet', 'prabowo', 'isi', 'wajah']",0
"['retreat', 'kabinet', 'merah', 'putih', 'akmil', 'magelang', 'jalan', 'kendala', 'hadir', 'dukung', 'listrik', 'lap', 'lancar', 'acara', 'inisiasi', 'presiden', 'prabowo', 'sc']",2
"['demen', 'ngutang', 'tangan', 'pdhl', 'harta', 'byk', 'males', 'kelola', 'disewajual', 'aseng', 'trus', 'duit', 'bancak', 'bgmn', 'makmur', 'rakyatnyaduit', 'hasil', 'penjualanan', 'aset', 'sda', 'banckan', 'circlenyahuh', 'kabinet', 'huhuhaha', 'negeri', 'konohapretlah']",0
"['emang', 'dasar', 'kabinet', 'nuduh', 'korupsi', 'emang', 'data', 'komplet', 'klw', 'data', 'tunujukan', 'k', 'publik', 'korupsi', 'jgn', 'tongkosong', 'nyaring', 'bunyi']",0
"['sampah', 'layak', 'masuk', 'kabinet', 'khianat', 'bangsa', 'anti', 'islam', 'kabinet', 'prabowo', 'kabinet', 'pki', 'lanjut', 'program', 'raja', 'jawa', 'pukima', 'bangsat']",0
"['kabinet', 'maju', 'maju', 'min']",0
"['pantau', 'beliau', 'masuk', 'kabinet', 'merah', 'putih']",1
"['tugas', 'sekretaris', 'kabinet', 'jewer', 'menteri', 'menteri', 'nyeleneh', 'sekkab', 'jabat', 'perwira', 'pangkat', 'mayor', 'tentara', 'jabat', 'wadanyon', 'danyon', 'kabinet', 'gemoy', 'batalion']",0
"['suka', 'kali', 'kabinet', 'merah', 'putih', 'gils']",2
"['kepala', 'kantor', 'komunikasi', 'presiden', 'hasan', 'nasbi', 'retreat', 'kabinet', 'merah', 'putih', 'akmil', 'magelang', 'biaya', 'prabowo', 'subianto']",1
"['kmren', 'kabinet', 'ngapain', 'takut', 'mulyono']",0
"['kabinet', 'merah', 'putih', 'langsung', 'tancap', 'gas', 'wujud', 'janji', 'kampanye', 'prabowogibran']",2
"['sukses', 'rangkai', 'retreat', 'kabinet', 'merah', 'putih', 'inisiasi', 'presiden', 'prabowo', 'subianto', 'akademi', 'militer', 'akmil', 'kota', 'magelang', 'tutup', 'minggu']",2
"['urus', 'gula', 'proses', 'pilpres', 'judol', 'ungkap', 'tangkap', 'bina', 'judol', 'tindak', 'jaksa', 'pihak', 'drama', 'gertak', 'proses', 'bersih', 'kabinet', 'oknum', 'korup']",1
"['ku', 'indonesia', 'kurang', 'orang', 'integritas', 'plinplan', 'ituitu', 'masuk', 'jajar', 'kabinet']",0
"['jamin', 'suplai', 'listrik', 'andal', 'retreat', 'kabinet', 'merah', 'putih', 'magelang', 'dukung', 'penuh', 'agenda', 'negara', 'aman', 'listrik', 'lapis', 'sc']",2
"['pindad', 'produksi', 'maung', 'kendara', 'dinas', 'kabinet', 'merah', 'putih']",2
"['politik', 'derajat', 'ekspektasi', 'hrs', 'rumus', 'ulang', 'kadar', 'kawan', 'lawan', 'selubung', 'bunglon', 'hrs', 'jdi', 'standar', 'dewan', 'syuro', 'hasan', 'nasbi', 'yakin', 'jdi', 'panas', 'depak', 'gerbong', 'syaiku', 'aboe', 'bakar', 'kabinet', 'prabowo', 'jilat', 'sperti', 'babeh', 'haikal']",0
"['langkah', 'nyata', 'kabinet', 'dorong', 'ekonomi', 'kreatif', 'maju']",2
"['takut', 'lihat', 'nyata', 'nyata', 'kabinet']",0
"['faktafakta', 'tarik', 'retreat', 'menteri', 'kabinet', 'prabowo', 'akmil', 'magelang']",2
"['ganti', 'kabinet', 'tri', 'capable', 'liat', 'mikirnya', 'takut']",0
"['prabowo', 'syukur', 'kabinet', 'merah', 'putih', 'raih', 'respons', 'positif', 'pasar']",2
"['gak', 'ndut', 'duit', 'ngepas', 'bayar', 'pajak', 'ndut', 'kabinet', 'gendut', 'ndut']",0
"['presiden', 'prabowo', 'subianto', 'cerita', 'kali', 'umum', 'kabinet', 'merah', 'putih', 'dampak', 'pasar']",2
"['atur', 'g', 'konfirmasi', 'rapat', 'kabinet']",0
"['usahh', 'munafik', 'baikk', 'singkir', 'keluarga', 'nyaa', 'boneka', 'jokowi', 'kabinet']",0
"['jalan', 'kerja', 'kabinet', 'merah', 'putih', 'direktur', 's', 'kompetensi', 'via']",2
"['dapet', 'banget', 'nama', 'kabinet', 'balas']",0
"['kabinet', 'solid', 'rakyat', 'dukung']",2
"['pimpin', 'prabowo', 'suasana', 'sidang', 'perdana', 'kabinet', 'merah', 'putih', 'istana']",1
"['kunjung', 'ln', 'presiden', 'prabowo', 'arah', 'menteri', 'jajar', 'kabinet', 'merah', 'putih', 'sirat', 'kendali', 'perintah', 'presiden', 'simak', 'ibnu', 'purnas', 'video']",0
"['prabowo', 'subianto', 'lantik', 'menteri', 'wakil', 'menteri', 'kabinet', 'merah', 'putih']",1
"['lengkap', 'antar', 'buka', 'rapat', 'kabinet', 'perdana', 'presidenhanya', 'video', 'singgung', 'ikn', 'rencana', 'depan', 'menteri', 'tanggung', 'cepat', 'selesai', 'ikn', 'langsung', 'tangan', 'wapres']",0
"['rapat', 'perdana', 'kabinet', 'merah', 'putih', 'prabowo', 'menteri', 'total', 'football']",1
"['gimana', 'prabowo', 'emang', 'nunjukin', 'milih', 'prabowo', 'milih', 'jokowi', 'kabinet', 'gemuk', 'kritik', 'bungkam', 'raffi', 'ahmad', 'mifta', 'jabat', 'tara', 'tri', 'mentrimemtrinya', 'problematik']",0
"['btw', 'benci', 'perintah', 'brrti', 'benci', 'bro', 'liat', 'bru', 'komentar', 'kerja', 'minggu', 'udah', 'komplain', 'nnti', 'efisien', 'nya', 'kabinet', 'jan', 'langsung', 'disimpulin']",1
"['tampung', 'orang', 'berjasadalam', 'sejarah', 'indonesia', 'kabinet', 'gemuk', 'orangbaik', 'menteri', 'wamen', 'staf', 'khusus', 'menteri', 'apbn']",0
"['mood', 'ih', 'buka', 'tiktok', 'tunggu', 'update', 'an', 'berita', 'kabinet', 'merah', 'putih', 'ma', 'perintah', 'aj', 'mls']",2
"['wkwkwkwkwkwk', 'dilepeh', 'nadiem', 'udah', 'bener', 'curiga', 'kabinet', 'indonesia', 'maju', 'gak']",0
"['masuk', 'kabinet', 'muka', 'jilat', 'langsung']",0
"['moga', 'yh', 'doa', 'kabinet']",1
"['kabinet', 'gemoy', 'rakyat', 'jabat']",0
"['prabowo', 'undang', 'kaesang', 'rapat', 'tum', 'parpol', 'undang', 'gibran', 'rapat', 'kabinet', 'prabowo', 'undang', 'kaesang', 'done', 'prabowo', 'undang', 'wapresnya', 'gibran', 'rapat', 'kabinet', 'terawang', 'dokter', 'tifa', 'prediksi']",0
"['tbtb', 'retreat', 'kabinet']",0
"['pikir', 'nambahnya', 'kabinet', 'tri', 'kantor', 'taruh', 'mana']",0
"['baca', 'berita', 'ttg', 'statement', 'nya', 'kabinet', 'bikin', 'marah', 'gereget', 'kaya', 'nalar', 'dikit', 'kalo', 'ngomong']",0
"['istana', 'presiden', 'prabowo', 'subianto', 'arah', 'menteri', 'jabat', 'kabinet', 'mobil', 'dinas', 'maung', 'buat', 'pt', 'pindad']",1
"['kabinet', 'mangsa', 'wkwkwk', 'bagus']",0
"['tahan', 'pangan', 'kuat', 'kabinet', 'kerja', 'keras', 'banget', 'rakyat']",1
"['orang', 'bayar', 'pajak', 'kalo', 'tikus', 'tikus', 'kaya', 'rafael', 'alun', 'badan', 'pajak', 'jamin', 'bayar', 'pajak', 'dapet', 'fasilitas', 'mana', 'lari', 'hasil', 'bayar', 'utang', 'bunga', 'grgr', 'program', 'kaya', 'ikn', 'kcic', 'gaji', 'kabinet', 'gendut']",0
"['menteri', 'wakil', 'menteri', 'kabinet', 'merah', 'putih', 'besut', 'presiden', 'prabowo', 'subianto', 'jalan', 'bekal', 'akademi', 'militer', 'akmil', 'magelang', 'ja']",1
"['prabowo', 'pimpin', 'sidang', 'perdana', 'kabinet', 'merah', 'putih']",1
"['harapin', 'kabinet', 'isi', 'bisnis', 'ys', 'atur', 'nya', 'ngenakin']",0
"['dua', 'kali', 'pulang', 'duluan', 'acara', 'rapat', 'kabinet', 'retreat', 'akmil', 'pulang', 'duluan', 'sdg', 'presiden', 'sana', 'benarkh', 'aduhgibran', 'kau', 'wapres', 'rakyat', 'butuh', 'tuntun', 'pimpin', 'sbgai', 'contoh']",0
"['pantesan', 'mulyono', 'kerah', 'kuat', 'maksimal', 'kuasa', 'orang', 'orang', 'nya', 'kabinet', 'presiden', 'prabowo']",0
"['there', 'must', 'be', 'some', 'kind', 'of', 'research', 'about', 'why', 'society', 'focusing', 'on', 'cheating', 'sexuality', 'and', 'sexual', 'topics', 'more', 'than', 'real', 'problems', 'kabinet', 'gemuk', 'blundernya', 'udah', 'dilist', 'halaman', 'ppn', 'tambang', 'pasir', 'topik', 'selangkang']",0
"['tenggelam', 'kabinet', 'kroni', 'mulyono', 'timbul', 'kabinet', 'zaken', 'prabowo', 'timbultenggelam', 'rakyat']",0
"['giat', 'retreat', 'kabinet', 'merah', 'putih', 'akademi', 'militer', 'magelang', 'jawa', 'siap', 'prabowo', 'subianto', 'lantik', 'presiden']",1
"['lho', 'rapat', 'kabinet', 'bilang', 'efisien', 'rapat', 'seminar', 'lha']",0
"['sekretaris', 'fraksi', 'golkar', 'dpr', 'mukhtarudin', 'dorong', 'kabinet', 'merahputih', 'prabowo', 'subianto', 'kuat', 'komitmen', 'cipta']",2
"['banding', 'gak', 'sesuai', 'karno', 'bentuk', 'kabinet', 'dwikora', 'peristiwa', 'g', 's', 'pki', 'jadi', 'sejarah', 'bangsa', 'bentuk', 'kabinet', 'merah', 'putih', 'peristiwa', 'tara', 'jadi', 'indonesia']",2
"['moga', 'kabinet', 'kerja', 'maksimal', 'rakyat']",1
"['alas', 'prabowo', 'jadi', 'mobil', 'karya', 'anak', 'bangsa', 'mv', 'garuda', 'limousine', 'kendara', 'kabinet', 'merah', 'putih']",1
"['thankyou', 'irjen', 'jumpa', 'kabinet']",2
"['iming', 'smpe', 'ngebela', 'keluarga', 'rakus', 'udah', 'janjiin', 'masuk', 'kabinet', 'perintah', 'kah']",0
"['kabinet', 'super', 'team']",2
"['kabinet', 'merah', 'putih', 'gaspol', 'wujud', 'janji', 'kampanye', 'rakyat', 'lihat', 'ubah', 'nyata']",2
"['prilaku', 'alhasil', 'didik', 'kabinet', 'tugas', 'partai', 'sdm', 'mundur']",0
"['kabinet', 'bayang', 'sampah', 'puak', 'bangang', 'bani', 'pas', 'pnunggang', 'agama']",0
"['kyknya', 'mkin', 'ancur', 'yaa', 'kabinet', 'skrang']",1
"['sapa', 'ganti', 'an', 'kabinet', 'pean', 'terpilihojo', 'ngebacot', 'ngalor', 'ngidul', 'kabeh', 'mbok', 'musuh', 'konco', 'an', 'mbeh', 'cundang', 'politik', 'jgn', 'pikir', 'hancur', 'parasit', 'benalu', 'presiden', 'ganti', 'bangun', 'sistem', 'nya']",0
"['bagi', 'menteri', 'menteri', 'kabinet', 'merah', 'putih', 'fokus', 'efektif', 'nonton', 'welcome', 'kabinet', 'merah', 'putih', 'lengkap']",1
"['preketek', 'tri', 'periode', 'bukti', 'sengsara', 'rakyat', 'kabinet', 'gak', 'percaya']",0
"['presiden', 'prabowo', 'komit', 'bangun', 'sistem', 'antikorupsi', 'berantas', 'korupsi', 'presiden', 'sadar', 'formasi', 'kabinet', 'dalam', 'milik', 'rekam', 'jejak', 'korupsi', 'ulas', 'achmad', 'zainuddin']",0
"['gak', 'sanggup', 'bentar', 'didaftarin', 'kabinet', 'merah', 'putih']",0
"['sumber', 'dana', 'retreat', 'menteri', 'kabinet', 'merah', 'putih', 'akmil', 'magelang']",1
"['curiga', 'ptha', 'masuk', 'kabinet']",0
"['rapat', 'kabinet', 'tegas', 'kpd', 'bawahannyabeda', 'pimpin', 'beda', 'gaya', 'sistem', 'visi', 'misi', 'menteri', 'skrng', 'efisien', 'bangun', 'ekonomi', 'kedalammantaapd']",2
"['prabowo', 'larang', 'proyek', 'mercusuar', 'kabinet', 'merah', 'putih']",0
"['ngomong', 'perintah', 'bersih', 'kabinet', 'cokol', 'samun', 'omonomon']",0
"['yth', 'tugas', 'utama', 'presiden', 'temu', 'obat', 'geblek', 'khusus', 'jabat', 'jajar', 'kabinet', 'prabowo']",0
"['media', 'partner', 'bem', 'km', 'fmipa', 'unand', 'x', 'bem', 'km', 'faterna', 'unand', 'halo', 'km', 'fmipa', 'unand', 'seminar', 'ruang', 'desain', 'seminar', 'ruang', 'desain', 'salah', 'program', 'kerja', 'dinas', 'komunikasi', 'informasi', 'bem', 'km', 'faterna', 'unand', 'salam', 'kabinet', 'inisiatif']",1
"['kabinet', 'dwikora', 'll', 'orba', 'personal']",0
"['kalo', 'main', 'atur', 'menteri', 'kabinet', 'duga', 'korupsi', 'copotin', 'airlangga', 'zulhas', 'dito']",0
"['tekad', 'presiden', 'prabowo', 'lantik', 'kabinet', 'merah', 'putih', 'wujud', 'swasembada', 'pangan', 'tempo', 'sesingkatsingkatnya', 'layak', 'apresiasi']",2
"['gitu', 'presiden', 'sing', 'nyar', 'gawe', 'kabinet', 'jumbo', 'malian', 'hadeuh']",0
"['kereta', 'kabinet', 'pekan', 'reshuffle', 'via']",0
"['retreat', 'kabinet', 'merah', 'putih', 'biaya', 'prabowo', 'uang', 'pribadi']",1
"['kompak', 'kabinet', 'pragib']",2
"['tweet', 'jabat', 'kabinet', 'merah', 'putih', 'lantik', 'sebar', 'medsos', 'tokoh', 'nu', 'sentil', 'hina', 'prabowo']",0
"['kemaren', 'nonton', 'siar', 'live', 'deklarasi', 'untuk', 'kabinet', 'menteri', 'rakyat', 'baca', 'headline', 'doang']",0
"['prinsip', 'presiden', 'prabowo', 'subianto', 'wawancara', 'ekslusif', 'lembah', 'tidar', 'kabinet', 'merah', 'putih']",1
"['ekonomi', 'stabil', 'programprogram', 'kabinet', 'banget', 'arah']",0
"['jakarta', 'menteri', 'hukum', 'supratman', 'hadir', 'rapat', 'kerja', 'raker', 'komisi', 'xiii', 'dewan', 'wakil', 'rakyat', 'dpr', 'republik', 'indonesia', 'senin', 'rapat', 'perdana', 'menteri', 'hukum', 'dpr', 'bentuk', 'kabinet', 'merah', 'putih', 'presiden', 'prabowo', 'subianto']",1
"['gatot', 'nurmantyo', 'kabinet', 'kuda', 'troya', 'tom', 'lembong', 'indikasi', 'busuk']",0
"['retreat', 'kabinet', 'magelang', 'lancar', 'berkat', 'dukung', 'penuh', 'sigap', 'sistem', 'aman', 'bikin', 'event', 'bebas', 'kendala', 'listrik', 'sukses']",1
"['kali', 'ruang', 'rapat', 'kabinet', 'luas']",0
